freq,currency,nace_r2,geo\TIME_PERIOD	2018 	2019 	2020 	2021 	2022 
A,MIO_EUR,TOTAL,PL62	11257.77 	11901.29 	12028.58 	12914.66 	14680.65 p
A,MIO_EUR,TOTAL,PL621	4015.02 	4199.09 	4281.12 	4501.66 	: 
A,MIO_EUR,TOTAL,PL622	5382.14 	5751.58 	5790.23 	6231.93 	: 
A,MIO_EUR,TOTAL,PL623	1860.61 	1950.86 	1957.46 	2181.07 	: 
A,MIO_EUR,TOTAL,PL63	25748.91 	27724.31 	26967.14 	30075.35 	36386.12 p
A,MIO_EUR,TOTAL,PL633	12661.03 	13719.29 	12849.88 	15116.97 	: 
A,MIO_EUR,TOTAL,PL634	4901.33 	5261.54 	5232.5 	5576.54 	: 
A,MIO_EUR,TOTAL,PL636	2882.79 	3019.59 	3089.58 	3264.04 	: 
A,MIO_EUR,TOTAL,PL637	1678.99 	1752.84 	1821.52 	1912.95 	: 
A,MIO_EUR,TOTAL,PL638	3624.78 	3971.05 	3973.67 	4204.85 	: 
A,MIO_EUR,TOTAL,PL7	36447.5 	39016.43 	39336.48 	41942.96 	47273.64 p
A,MIO_EUR,TOTAL,PL71	26180.22 	28232.04 	28636.96 	30433.5 	34573.53 p
A,MIO_EUR,TOTAL,PL711	10002.35 	10805.8 	10766.15 	11552.18 	: 
A,MIO_EUR,TOTAL,PL712	3656.22 	3939.87 	4065.5 	4472.09 	: 
A,MIO_EUR,TOTAL,PL713	6233.72 	6639.75 	6837.95 	7048.76 	: 
A,MIO_EUR,TOTAL,PL714	3403.26 	3730.45 	3771.33 	3979.89 	: 
A,MIO_EUR,TOTAL,PL715	2884.9 	3115.93 	3195.81 	3380.79 	: 
A,MIO_EUR,TOTAL,PL72	10267.28 	10784.39 	10699.53 	11509.24 	12700.11 p
A,MIO_EUR,TOTAL,PL721	6894.29 	7164 	7051.77 	7635.81 	: 
A,MIO_EUR,TOTAL,PL722	3372.99 	3620.39 	3647.76 	3873.43 	: 
A,MIO_EUR,TOTAL,PL8	43201.22 	46306.78 	45473.1 	49060.94 	56149.25 p
A,MIO_EUR,TOTAL,PL81	16462.75 	17620.77 	17345.26 	18588.67 	21302.36 p
A,MIO_EUR,TOTAL,PL811	2079.55 	2174.24 	2176.91 	2327.39 	: 
A,MIO_EUR,TOTAL,PL812	3698.93 	3939.18 	3908.4 	4063.13 	: 
A,MIO_EUR,TOTAL,PL814	7383.08 	7935.59 	7761.65 	8496.89 	: 
A,MIO_EUR,TOTAL,PL815	3301.19 	3571.53 	3498.09 	3701.48 	: 
A,MIO_EUR,TOTAL,PL82	17071.92 	18296.72 	17700.88 	19346.36 	21815.8 p
A,MIO_EUR,TOTAL,PL821	3213.66 	3383.52 	3306.55 	3538.73 	: 
A,MIO_EUR,TOTAL,PL822	2319.84 	2462.77 	2410.31 	2561.99 	: 
A,MIO_EUR,TOTAL,PL823	6388.83 	6928.52 	6591.49 	7208.45 	: 
A,MIO_EUR,TOTAL,PL824	5149.36 	5522.15 	5392.53 	6037.19 	: 
A,MIO_EUR,TOTAL,PL84	9666.55 	10389.29 	10426.96 	11125.69 	13031.31 p
A,MIO_EUR,TOTAL,PL841	4790.1 	5169.16 	5158.68 	5614.21 	: 
A,MIO_EUR,TOTAL,PL842	2938.64 	3166.65 	3216.3 	3331.95 	: 
A,MIO_EUR,TOTAL,PL843	1937.82 	2053.7 	2051.77 	2179.53 	: 
A,MIO_EUR,TOTAL,PL9	98377.57 	106817.29 	106264.01 	113186.5 	133904.53 p
A,MIO_EUR,TOTAL,PL91	75693.3 	82111.88 	82084.18 	86797.73 	101953.65 p
A,MIO_EUR,TOTAL,PL911	59300.01 	64285.65 	64159.35 	67836.02 	: 
A,MIO_EUR,TOTAL,PL912	6112.17 	6590.66 	6644.83 	7034.96 	: 
A,MIO_EUR,TOTAL,PL913	10281.12 	11235.57 	11279.77 	11926.75 	: 
A,MIO_EUR,TOTAL,PL92	22684.27 	24705.42 	24179.83 	26388.77 	31950.88 p
A,MIO_EUR,TOTAL,PL921	4799.25 	5212.91 	5315.78 	5508.19 	: 
A,MIO_EUR,TOTAL,PL922	2912.35 	3181.31 	3290.79 	3548.15 	: 
A,MIO_EUR,TOTAL,PL923	5537.49 	6293.51 	5433.04 	6734.86 	: 
A,MIO_EUR,TOTAL,PL924	3303.53 	3440.99 	3502.14 	3637.52 	: 
A,MIO_EUR,TOTAL,PL925	3629 	3904.97 	3913.12 	4038.82 	: 
A,MIO_EUR,TOTAL,PL926	2502.64 	2671.96 	2725.19 	2921.23 	: 
A,MIO_EUR,TOTAL,PT1	169320.2 	177043.18 	167094.83 	178593.58 	199958.9 
A,MIO_EUR,TOTAL,PT11	52668.64 	54967.35 	52788.23 	56360.93 	62201.03 
A,MIO_EUR,TOTAL,PT111	3113.19 	3217.87 	3133.4 	3302.98 	: 
A,MIO_EUR,TOTAL,PT112	5856.06 	6297.38 	6107.83 	6607.57 	: 
A,MIO_EUR,TOTAL,PT119	5981.64 	6103.93 	5953.74 	6397.93 	: 
A,MIO_EUR,TOTAL,PT11A	28548.83 	29802.97 	28276.61 	30209.19 	: 
A,MIO_EUR,TOTAL,PT11B	945.13 	993.89 	977.3 	997.3 	: 
A,MIO_EUR,TOTAL,PT11C	4386.88 	4554.92 	4475.83 	4768.4 	: 
A,MIO_EUR,TOTAL,PT11D	2395.49 	2523.47 	2414.88 	2577.96 	: 
A,MIO_EUR,TOTAL,PT11E	1441.43 	1472.92 	1448.64 	1499.61 	: 
A,MIO_EUR,TOTAL,PT15	8413.17 	8860.42 	7431.16 	8296.29 	10060.11 
A,MIO_EUR,TOTAL,PT150	8413.17 	8860.42 	7431.16 	8296.29 	: 
A,MIO_EUR,TOTAL,PT16	33268.83 	34635.67 	33574.64 	35739.61 	38969.22 
A,MIO_EUR,TOTAL,PT16B	4997.86 	5291.68 	5094.68 	5359.93 	: 
A,MIO_EUR,TOTAL,PT16D	6195.25 	6380.89 	6218.63 	6913.42 	: 
A,MIO_EUR,TOTAL,PT16E	6909.25 	7119.25 	6845.91 	7244.54 	: 
A,MIO_EUR,TOTAL,PT16F	4846.13 	5060.53 	4895.86 	5129.99 	: 
A,MIO_EUR,TOTAL,PT16G	3277.15 	3487.04 	3446.9 	3635.47 	: 
A,MIO_EUR,TOTAL,PT16H	1233.83 	1301.33 	1254.27 	1322.79 	: 
A,MIO_EUR,TOTAL,PT16I	3274.63 	3338.44 	3244.95 	3432.7 	: 
A,MIO_EUR,TOTAL,PT16J	2534.72 	2656.51 	2573.44 	2700.76 	: 
A,MIO_EUR,TOTAL,PT17	63644.2 	67007.98 	62428.79 	66309.89 	75611.12 
A,MIO_EUR,TOTAL,PT170	63644.2 	67007.98 	62428.79 	66309.89 	: 
A,MIO_EUR,TOTAL,PT18	11325.36 	11571.76 	10872 	11886.85 	13117.42 
A,MIO_EUR,TOTAL,PT181	2056.23 	2041.23 	1686.55 	2055.54 	: 
A,MIO_EUR,TOTAL,PT184	1976.6 	1982.58 	1832.28 	2151.93 	: 
A,MIO_EUR,TOTAL,PT185	3477.89 	3631.57 	3572.45 	3701.82 	: 
A,MIO_EUR,TOTAL,PT186	1423.7 	1457.39 	1430.64 	1500 	: 
A,MIO_EUR,TOTAL,PT187	2390.94 	2458.99 	2350.08 	2477.56 	: 
A,MIO_EUR,TOTAL,PT2	3704.92 	3882.8 	3627.68 	3947.76 	4421.92 
A,MIO_EUR,TOTAL,PT20	3704.92 	3882.8 	3627.68 	3947.76 	4421.92 
A,MIO_EUR,TOTAL,PT200	3704.92 	3882.8 	3627.68 	3947.76 	: 
A,MIO_EUR,TOTAL,PT3	4315.2 	4475.34 	3914.03 	4397.78 	5272.04 
A,MIO_EUR,TOTAL,PT30	4315.2 	4475.34 	3914.03 	4397.78 	5272.04 
A,MIO_EUR,TOTAL,PT300	4315.2 	4475.34 	3914.03 	4397.78 	: 
A,MIO_EUR,TOTAL,PTZ	125.59 	134.96 	131.47 	130.98 	137.89 
A,MIO_EUR,TOTAL,PTZZ	125.59 	134.96 	131.47 	130.98 	137.89 
A,MIO_EUR,TOTAL,PTZZZ	125.59 	134.96 	131.47 	130.98 	: 
A,MIO_EUR,TOTAL,RO1	43719.21 	47600.97 	47529.21 	51421.15 	61484.24 p
A,MIO_EUR,TOTAL,RO11	22451.87 	24782.82 	24771.92 	26829.32 	32068.94 p
A,MIO_EUR,TOTAL,RO111	4305.93 	4720.61 	4685.88 	5001.99 	: 
A,MIO_EUR,TOTAL,RO112	1908.01 	2094.18 	2050.04 	2141.77 	: 
A,MIO_EUR,TOTAL,RO113	9200.39 	10238.34 	10446.5 	11272.09 	: 
A,MIO_EUR,TOTAL,RO114	3103.76 	3444.42 	3400.8 	3711.27 	: 
A,MIO_EUR,TOTAL,RO115	2308.79 	2529.87 	2520.66 	2718.28 	: 
A,MIO_EUR,TOTAL,RO116	1624.99 	1755.4 	1668.04 	1983.93 	: 
A,MIO_EUR,TOTAL,RO12	21267.34 	22818.16 	22757.29 	24591.83 	29415.3 p
A,MIO_EUR,TOTAL,RO121	3193.1 	3343.6 	3295.35 	3622.31 	: 
A,MIO_EUR,TOTAL,RO122	6337.15 	6793.99 	6727.11 	7143.07 	: 
A,MIO_EUR,TOTAL,RO123	1415.73 	1533.12 	1520.47 	1656.41 	: 
A,MIO_EUR,TOTAL,RO124	2077.89 	2311.49 	2281.36 	2428.49 	: 
A,MIO_EUR,TOTAL,RO125	4077.72 	4303.88 	4502.33 	5098.24 	: 
A,MIO_EUR,TOTAL,RO126	4165.75 	4532.08 	4430.67 	4643.32 	: 
A,MIO_EUR,TOTAL,RO2	38597.01 	41452.47 	40835.27 	44798.74 	52879.89 p
A,MIO_EUR,TOTAL,RO21	19457.82 	21378.92 	21596.68 	23001.16 	27070.63 p
A,MIO_EUR,TOTAL,RO211	3581.11 	3947.74 	4075.5 	4227 	: 
A,MIO_EUR,TOTAL,RO212	1888.03 	2056.69 	2028.23 	2110.66 	: 
A,MIO_EUR,TOTAL,RO213	6129.57 	6858.26 	6894.34 	7586.96 	: 
A,MIO_EUR,TOTAL,RO214	2641.62 	2809.88 	2859.66 	3122.12 	: 
A,MIO_EUR,TOTAL,RO215	3501.68 	3919.33 	3964.14 	4057.75 	: 
A,MIO_EUR,TOTAL,RO216	1715.81 	1787.03 	1774.8 	1896.68 	: 
A,MIO_EUR,TOTAL,RO22	19139.19 	20073.55 	19238.6 	21797.58 	25809.26 p
A,MIO_EUR,TOTAL,RO221	2086.51 	2259.96 	2137.38 	2339 	: 
A,MIO_EUR,TOTAL,RO222	2664.8 	2875.65 	2883.33 	3193.27 	: 
A,MIO_EUR,TOTAL,RO223	7709.65 	7712.75 	7273.44 	8357.31 	: 
A,MIO_EUR,TOTAL,RO224	3267.32 	3558.28 	3332.58 	3922.46 	: 
A,MIO_EUR,TOTAL,RO225	1508.04 	1561.65 	1572.23 	1799.53 	: 
A,MIO_EUR,TOTAL,RO226	1902.88 	2105.26 	2039.64 	2186 	: 
A,MIO_EUR,TOTAL,RO3	72055.95 	78876.61 	77881.43 	85881.13 	103158.03 p
A,MIO_EUR,TOTAL,RO31	22033.78 	23094.62 	22552.82 	24761.01 	29395.69 p
A,MIO_EUR,TOTAL,RO311	5190.74 	5516.34 	5294.57 	5562.63 	: 
A,MIO_EUR,TOTAL,RO312	1474.54 	1584.96 	1440.82 	1758.43 	: 
A,MIO_EUR,TOTAL,RO313	3192.93 	3509.81 	3519.91 	3846.29 	: 
A,MIO_EUR,TOTAL,RO314	1508.47 	1326.22 	1603.33 	1409.12 	: 
A,MIO_EUR,TOTAL,RO315	1581.37 	1733.46 	1648.78 	1928.44 	: 
A,MIO_EUR,TOTAL,RO316	7223.55 	7314.31 	7009.73 	7992.14 	: 
A,MIO_EUR,TOTAL,RO317	1862.18 	2109.52 	2035.67 	2263.96 	: 
A,MIO_EUR,TOTAL,RO32	50022.17 	55781.99 	55328.61 	61120.13 	73762.33 p
A,MIO_EUR,TOTAL,RO321	44772.48 	50131.16 	49837.3 	54822.45 	: 
A,MIO_EUR,TOTAL,RO322	5249.7 	5650.83 	5491.31 	6297.67 	: 
A,MIO_EUR,TOTAL,RO4	31866.54 	34734.26 	33601.22 	36149.59 	43072.45 p
A,MIO_EUR,TOTAL,RO41	14376.58 	15648.45 	15183.74 	16343.21 	19358.83 p
A,MIO_EUR,TOTAL,RO411	4659.67 	5191.66 	5105.33 	5399.09 	: 
A,MIO_EUR,TOTAL,RO412	3037.37 	3474.53 	3210.22 	3245.56 	: 
A,MIO_EUR,TOTAL,RO413	1578.3 	1476.96 	1629.46 	1804.04 	: 
A,MIO_EUR,TOTAL,RO414	2418.37 	2597.6 	2347.7 	2792.4 	: 
A,MIO_EUR,TOTAL,RO415	2682.87 	2907.7 	2891.04 	3102.12 	: 
A,MIO_EUR,TOTAL,RO42	17489.97 	19085.81 	18417.48 	19806.38 	23713.62 p
A,MIO_EUR,TOTAL,RO421	4067.04 	4424.4 	4111.42 	4275.49 	: 
A,MIO_EUR,TOTAL,RO422	1954.45 	2122.94 	2079.99 	2194.7 	: 
A,MIO_EUR,TOTAL,RO423	2895.87 	3106.27 	3072.96 	3260.65 	: 
A,MIO_EUR,TOTAL,RO424	8572.6 	9432.2 	9153.11 	10075.55 	: 
A,MIO_EUR,TOTAL,ROZ	143.83 	141.97 	140.46 	127.56 	138.76 p
A,MIO_EUR,TOTAL,ROZZ	143.83 	141.97 	140.46 	127.56 	138.76 p
A,MIO_EUR,TOTAL,ROZZZ	143.83 	141.97 	140.46 	127.56 	: 
A,MIO_EUR,TOTAL,RS1	23899.1 	25741.91 	26344.59 	29085.61 	33701.07 p
A,MIO_EUR,TOTAL,RS11	14693.88 	16016.19 	16385.24 	17718.07 	20314.39 p
A,MIO_EUR,TOTAL,RS12	9205.22 	9725.72 	9959.36 	11367.54 	13386.68 p
A,MIO_EUR,TOTAL,RS2	11618.24 	12295.22 	12541.73 	15003.4 	17050.95 p
A,MIO_EUR,TOTAL,RS21	6594.84 	7009.04 	7107.29 	8248.32 	9344.14 p
A,MIO_EUR,TOTAL,RS211	1019.59 	1088.81 	1103.09 	1261.79 	: 
A,MIO_EUR,TOTAL,RS212	609.32 	665.8 	686.29 	747.96 	: 
A,MIO_EUR,TOTAL,RS213	867.53 	895.86 	904.21 	1027.71 	: 
A,MIO_EUR,TOTAL,RS214	881.47 	902.96 	922.31 	1040.2 	: 
A,MIO_EUR,TOTAL,RS215	607.27 	680.03 	681.32 	829.47 	: 
A,MIO_EUR,TOTAL,RS216	686.47 	754.81 	773.31 	937.21 	: 
A,MIO_EUR,TOTAL,RS217	811.67 	821.24 	840.8 	1042.02 	: 
A,MIO_EUR,TOTAL,RS218	1111.5 	1199.53 	1195.97 	1361.95 	: 
A,MIO_EUR,TOTAL,RS22	5023.4 	5286.18 	5434.43 	6755.08 	7706.81 p
A,MIO_EUR,TOTAL,RS221	549.46 	665.31 	761.28 	1186.84 	: 
A,MIO_EUR,TOTAL,RS222	715.51 	680.86 	714.9 	806.26 	: 
A,MIO_EUR,TOTAL,RS223	308.64 	290.42 	311.85 	375.98 	: 
A,MIO_EUR,TOTAL,RS224	482.29 	536.7 	541.63 	651.44 	: 
A,MIO_EUR,TOTAL,RS225	1356.97 	1505.7 	1447.9 	1760.61 	: 
A,MIO_EUR,TOTAL,RS226	384.26 	383.05 	358.59 	404.39 	: 
A,MIO_EUR,TOTAL,RS227	510.78 	453.95 	559.76 	687.49 	: 
A,MIO_EUR,TOTAL,RS228	464.04 	502.23 	486.88 	586.98 	: 
A,MIO_EUR,TOTAL,RS229	251.46 	267.96 	251.64 	295.09 	: 
A,MIO_EUR,TOTAL,RSZ	18.89 	18.55 	17.91 	19.38 	20.32 p
A,MIO_EUR,TOTAL,RSZZ	18.89 	18.55 	17.91 	19.38 	20.32 p
A,MIO_EUR,TOTAL,SE1	191027.27 	194942.82 	197495.99 	220613.02 	227794.65 
A,MIO_EUR,TOTAL,SE11	131025.32 	135068.7 	136663.36 	152112.55 	155329.55 
A,MIO_EUR,TOTAL,SE110	131025.32 	135068.7 	136663.36 	152112.55 	: 
A,MIO_EUR,TOTAL,SE12	60001.95 	59874.12 	60832.63 	68500.47 	72465.1 
A,MIO_EUR,TOTAL,SE121	14369.05 	14730.71 	14949.93 	16945.65 	: 
A,MIO_EUR,TOTAL,SE122	9063.1 	8800.46 	8803.12 	10050.56 	: 
A,MIO_EUR,TOTAL,SE123	16710.18 	16714.73 	17024.17 	19100.38 	: 
A,MIO_EUR,TOTAL,SE124	10703.04 	10710.54 	11033.11 	12281.97 	: 
A,MIO_EUR,TOTAL,SE125	9156.59 	8917.66 	9022.3 	10121.91 	: 
A,MIO_EUR,TOTAL,SE2	164159.17 	165931.1 	166755.97 	187245.85 	196234.29 
A,MIO_EUR,TOTAL,SE21	30328.42 	30092.26 	30394.76 	34974.42 	36195.81 
A,MIO_EUR,TOTAL,SE211	13076.44 	13009.98 	13308.03 	15147.98 	: 
A,MIO_EUR,TOTAL,SE212	7792.42 	7638.33 	7626.37 	8988.62 	: 
A,MIO_EUR,TOTAL,SE213	7673.49 	7594.89 	7616.84 	8803.73 	: 
A,MIO_EUR,TOTAL,SE214	1786.07 	1849.07 	1843.53 	2034.1 	: 
A,MIO_EUR,TOTAL,SE22	53115.23 	54100.35 	55443.98 	61452.82 	63454.22 
A,MIO_EUR,TOTAL,SE221	5283.82 	5202.8 	5376.07 	6077.07 	: 
A,MIO_EUR,TOTAL,SE224	47831.41 	48897.55 	50067.91 	55375.75 	: 
A,MIO_EUR,TOTAL,SE23	80715.52 	81738.49 	80917.23 	90818.61 	96584.26 
A,MIO_EUR,TOTAL,SE231	10495.01 	10541.78 	10717.9 	12144.78 	: 
A,MIO_EUR,TOTAL,SE232	70220.5 	71196.7 	70199.34 	78673.83 	: 
A,MIO_EUR,TOTAL,SE3	61843.78 	62550.64 	62223.98 	72308.97 	77255.49 
A,MIO_EUR,TOTAL,SE31	28241.23 	28307.03 	28362.01 	31773.12 	33924.7 
A,MIO_EUR,TOTAL,SE311	9166.33 	9109.84 	9111.86 	10587.49 	: 
A,MIO_EUR,TOTAL,SE312	9645.36 	9781.95 	9545.34 	10815.95 	: 
A,MIO_EUR,TOTAL,SE313	9429.54 	9415.25 	9704.81 	10369.68 	: 
A,MIO_EUR,TOTAL,SE32	13200.24 	13205.65 	13029.91 	14972.55 	16345.86 
A,MIO_EUR,TOTAL,SE321	8890.17 	8931.73 	8743.04 	10059.82 	: 
A,MIO_EUR,TOTAL,SE322	4310.07 	4273.92 	4286.87 	4912.73 	: 
A,MIO_EUR,TOTAL,SE33	20402.31 	21037.95 	20832.06 	25563.3 	26984.93 
A,MIO_EUR,TOTAL,SE331	9654.43 	9856.27 	9888.03 	11411.42 	: 
A,MIO_EUR,TOTAL,SE332	10747.88 	11181.69 	10944.03 	14151.88 	: 
A,MIO_EUR,TOTAL,SEZ	87.44 	87.83 	83.93 	85.84 	95.68 
A,MIO_EUR,TOTAL,SEZZ	87.44 	87.83 	83.93 	85.84 	95.68 
A,MIO_EUR,TOTAL,SEZZZ	87.44 	87.83 	83.93 	85.84 	: 
A,MIO_EUR,TOTAL,SI0	39961.37 	42377.1 	41561.64 	45897.51 	50199.2 
A,MIO_EUR,TOTAL,SI03	17323.98 	18414.13 	18031.74 	19706.33 	21274.64 
A,MIO_EUR,TOTAL,SI031	1501.98 	1571.24 	1561.19 	1701.6 	1862.81 
A,MIO_EUR,TOTAL,SI032	5022.13 	5370.9 	5269.75 	5852.99 	6363.1 
A,MIO_EUR,TOTAL,SI033	1105.9 	1157.05 	1116.95 	1192.84 	1300.99 
A,MIO_EUR,TOTAL,SI034	4465.92 	4723.92 	4536.64 	5006.89 	5460.83 
A,MIO_EUR,TOTAL,SI035	576.26 	612.42 	614.63 	661.91 	730.06 
A,MIO_EUR,TOTAL,SI036	1209.54 	1299.94 	1320.55 	1404.48 	1409.28 
A,MIO_EUR,TOTAL,SI037	2716.19 	2931.98 	2884.92 	3059.94 	3264.53 
A,MIO_EUR,TOTAL,SI038	726.06 	746.68 	727.13 	825.69 	883.04 
A,MIO_EUR,TOTAL,SI04	22637.39 	23962.97 	23529.9 	26191.18 	28924.56 
A,MIO_EUR,TOTAL,SI041	14808.48 	15764.63 	15866.26 	17783.07 	19299.8 
A,MIO_EUR,TOTAL,SI042	3524.97 	3744.81 	3476.22 	3813.64 	4396.36 
A,MIO_EUR,TOTAL,SI043	2048.66 	2138.7 	2049.28 	2272 	2509.92 
A,MIO_EUR,TOTAL,SI044	2255.29 	2314.83 	2138.14 	2322.47 	2718.49 
A,MIO_EUR,TOTAL,SK0	80517.35 	84425.83 	83778.45 	89465.42 	97769.86 e
A,MIO_EUR,TOTAL,SK01	23017.53 	23746.05 	23748.94 	25079.36 	27382.99 e
A,MIO_EUR,TOTAL,SK010	23017.53 	23746.05 	23748.94 	25079.36 	27382.99 e
A,MIO_EUR,TOTAL,SK02	24363.35 	26146.79 	25850.58 	27396.41 	29750.26 e
A,MIO_EUR,TOTAL,SK021	8999.67 	9888.68 	9566.07 	10142.68 	10791.09 e
A,MIO_EUR,TOTAL,SK022	7190.49 	7296.34 	7354.61 	7933.29 	8935.09 e
A,MIO_EUR,TOTAL,SK023	8173.19 	8961.76 	8929.9 	9320.44 	10024.08 e
A,MIO_EUR,TOTAL,SK03	15814.5 	16807.03 	16310.28 	17938.76 	19874.44 e
A,MIO_EUR,TOTAL,SK031	8790.66 	9567.26 	9211.6 	10032.21 	11053.49 e
A,MIO_EUR,TOTAL,SK032	7023.85 	7239.77 	7098.68 	7906.55 	8820.94 e
A,MIO_EUR,TOTAL,SK04	17321.96 	17725.96 	17868.65 	19050.9 	20762.18 e
A,MIO_EUR,TOTAL,SK041	7733.82 	7807.22 	7722.77 	8116.93 	8912.13 e
A,MIO_EUR,TOTAL,SK042	9588.14 	9918.74 	10145.88 	10933.98 	11850.05 e
A,MIO_EUR,TOTAL,TR1	182091.18 	187685.89 	167602.97 	187543.19 	234674.99 
A,MIO_EUR,TOTAL,TR10	182091.18 	187685.89 	167602.97 	187543.19 	234674.99 
A,MIO_EUR,TOTAL,TR100	182091.18 	187685.89 	167602.97 	187543.19 	234674.99 
A,MIO_EUR,TOTAL,TR2	26544.74 	27713.69 	26056.79 	29754.54 	36589.33 
A,MIO_EUR,TOTAL,TR21	15260.97 	15927.39 	15014.39 	17925.55 	21650.2 
A,MIO_EUR,TOTAL,TR211	10071.9 	10362.9 	9985.32 	12462.05 	14701.27 
A,MIO_EUR,TOTAL,TR212	2412.63 	2636.49 	2317.01 	2441.76 	3140.61 
A,MIO_EUR,TOTAL,TR213	2776.44 	2927.99 	2712.06 	3021.73 	3808.32 
A,MIO_EUR,TOTAL,TR22	11283.77 	11786.3 	11042.4 	11828.99 	14939.13 
A,MIO_EUR,TOTAL,TR221	7386.17 	7704.45 	7068.51 	7612.92 	9668.09 
A,MIO_EUR,TOTAL,TR222	3897.6 	4081.85 	3973.89 	4216.08 	5271.04 
A,MIO_EUR,TOTAL,TR3	75660.17 	77277.48 	69758.7 	78487.64 	99865 
A,MIO_EUR,TOTAL,TR31	37091.59 	37273.88 	33774.3 	39241.39 	49988.14 
A,MIO_EUR,TOTAL,TR310	37091.59 	37273.88 	33774.3 	39241.39 	49988.14 
A,MIO_EUR,TOTAL,TR32	19456.12 	20459.01 	17709.68 	19759.9 	25785.64 
A,MIO_EUR,TOTAL,TR321	5596.3 	5901.87 	5152.53 	5631.12 	7380.95 
A,MIO_EUR,TOTAL,TR322	6614.77 	6778.07 	6230.83 	6927.91 	8490.1 
A,MIO_EUR,TOTAL,TR323	7245.06 	7779.07 	6326.32 	7200.87 	9914.59 
A,MIO_EUR,TOTAL,TR33	19112.46 	19544.58 	18274.72 	19486.35 	24091.21 
A,MIO_EUR,TOTAL,TR331	10074.44 	10189.93 	9732.22 	10509.98 	12720.12 
A,MIO_EUR,TOTAL,TR332	3603.47 	3697.69 	3350.45 	3373.94 	4378.25 
A,MIO_EUR,TOTAL,TR333	3293.32 	3396 	3063.17 	3271.09 	4169.77 
A,MIO_EUR,TOTAL,TR334	2141.23 	2260.96 	2128.87 	2331.34 	2823.08 
A,MIO_EUR,TOTAL,TR4	70488.36 	70296.64 	64724.59 	75477.35 	92104.83 
A,MIO_EUR,TOTAL,TR41	33671.11 	33966.77 	30519.66 	34654.75 	42256.53 
A,MIO_EUR,TOTAL,TR411	25136.95 	25213.69 	22400.43 	25713.55 	31322.13 
A,MIO_EUR,TOTAL,TR412	6758.02 	6970.15 	6411.64 	6941.19 	8506.4 
A,MIO_EUR,TOTAL,TR413	1776.13 	1782.93 	1707.59 	2000.01 	2428 
A,MIO_EUR,TOTAL,TR42	36817.25 	36329.88 	34204.92 	40822.6 	49848.3 
A,MIO_EUR,TOTAL,TR421	23328.47 	22173.78 	21006.54 	26258.09 	32010.11 
A,MIO_EUR,TOTAL,TR422	6853.07 	7202.07 	6578.01 	6930.98 	8697.52 
A,MIO_EUR,TOTAL,TR423	2253.38 	2412.81 	2275.54 	2586.01 	3069.01 
A,MIO_EUR,TOTAL,TR424	2343.55 	2408.02 	2273.38 	2473.06 	3089.97 
A,MIO_EUR,TOTAL,TR425	2038.79 	2133.21 	2071.46 	2574.46 	2981.69 
A,MIO_EUR,TOTAL,TR5	66848.57 	71205.67 	66915.2 	71273.91 	86947.63 
A,MIO_EUR,TOTAL,TR51	52717.6 	56557.09 	53085.44 	57031.11 	68372.89 
A,MIO_EUR,TOTAL,TR510	52717.6 	56557.09 	53085.44 	57031.11 	68372.89 
A,MIO_EUR,TOTAL,TR52	14130.96 	14648.58 	13829.76 	14242.8 	18574.74 
A,MIO_EUR,TOTAL,TR521	12515.91 	12969.71 	12270.65 	12673.06 	16498.49 
A,MIO_EUR,TOTAL,TR522	1615.06 	1678.87 	1559.11 	1569.74 	2076.25 
A,MIO_EUR,TOTAL,TR6	60183.5 	63321.01 	53970.7 	62618.42 	83005.1 
A,MIO_EUR,TOTAL,TR61	23449.06 	25406.09 	18065.76 	21694.12 	30780.51 
A,MIO_EUR,TOTAL,TR611	19388.99 	21199.04 	14233.67 	17832.68 	25994.09 
A,MIO_EUR,TOTAL,TR612	2483.41 	2586.87 	2343.52 	2356.53 	2878.08 
A,MIO_EUR,TOTAL,TR613	1576.66 	1620.17 	1488.57 	1504.92 	1908.34 
A,MIO_EUR,TOTAL,TR62	21561.29 	22821.7 	21768.1 	24197.65 	31776.77 
A,MIO_EUR,TOTAL,TR621	11057.45 	11621.31 	11037 	12166.15 	15840.6 
A,MIO_EUR,TOTAL,TR622	10503.84 	11200.4 	10731.1 	12031.5 	15936.16 
A,MIO_EUR,TOTAL,TR63	15173.16 	15093.22 	14136.85 	16726.65 	20447.82 
A,MIO_EUR,TOTAL,TR631	7693.62 	7290.67 	6863.59 	8659.51 	10093.75 
A,MIO_EUR,TOTAL,TR632	5129.59 	5530.94 	5083.27 	5403.64 	7324.13 
A,MIO_EUR,TOTAL,TR633	2349.95 	2271.62 	2189.98 	2663.5 	3029.93 
A,MIO_EUR,TOTAL,TR7	21250.19 	21824.75 	20568.02 	21723.42 	27619.75 
A,MIO_EUR,TOTAL,TR71	8067.45 	8249.11 	7677.36 	8057.27 	10989.75 
A,MIO_EUR,TOTAL,TR711	1738.88 	1580.78 	1349.91 	1584.78 	2380.87 
A,MIO_EUR,TOTAL,TR712	2072.05 	2143.23 	2223.99 	2320.9 	2980.6 
A,MIO_EUR,TOTAL,TR713	1686.04 	1808.53 	1633.73 	1649.82 	2126.33 
A,MIO_EUR,TOTAL,TR714	1423.75 	1556.34 	1333.95 	1335.29 	1853.42 
